Question_id,Title,Acceptance_rate,Difficulty,TopicTags,Link
2545,Height of Binary Tree After Subtree Removal Queries,40.5%,Hard,"Array, Tree, Depth-First Search, Breadth-First Search, Binary Tree",https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries/description
2550,Words Within Two Edits of Dictionary,60.8%,Medium,"Array, String",https://leetcode.com/problems/words-within-two-edits-of-dictionary/description
2552,Maximum Sum of Distinct Subarrays With Length K,34.2%,Medium,"Array, Hash Table, Sliding Window",https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k/description
2559,Maximum Number of Non-overlapping Palindrome Substrings,40.3%,Hard,"String, Dynamic Programming",https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings/description
2564,Most Profitable Path in a Tree,49.3%,Medium,"Array, Tree, Depth-First Search, Breadth-First Search, Graph",https://leetcode.com/problems/most-profitable-path-in-a-tree/description
2567,Closest Nodes Queries in a Binary Search Tree,41.6%,Medium,"Array, Binary Search, Tree, Depth-First Search, Binary Search Tree, Binary Tree",https://leetcode.com/problems/closest-nodes-queries-in-a-binary-search-tree/description
2569,Number of Beautiful Partitions,31.0%,Hard,"String, Dynamic Programming",https://leetcode.com/problems/number-of-beautiful-partitions/description
2574,Count Subarrays With Median K,44.4%,Hard,"Array, Hash Table, Prefix Sum",https://leetcode.com/problems/count-subarrays-with-median-k/description
2591,Frog Jump II,62.0%,Medium,"Array, Binary Search, Greedy",https://leetcode.com/problems/frog-jump-ii/description
2615,Make Number of Distinct Characters Equal,26.4%,Medium,"Hash Table, String, Counting",https://leetcode.com/problems/make-number-of-distinct-characters-equal/description
2617,Time Taken to Cross the Door,49.8%,Hard,"Array, Queue, Simulation",https://leetcode.com/problems/time-taken-to-cross-the-door/description
2625,Increment Submatrices by One,49.5%,Medium,"Array, Matrix, Prefix Sum",https://leetcode.com/problems/increment-submatrices-by-one/description
2636,Maximum Subsequence Score,53.7%,Medium,"Array, Greedy, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/maximum-subsequence-score/description
2641,Disconnect Path in a Binary Matrix by at Most One Flip,27.2%,Medium,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Matrix",https://leetcode.com/problems/disconnect-path-in-a-binary-matrix-by-at-most-one-flip/description
2645,Pass the Pillow,57.1%,Easy,"Math, Simulation",https://leetcode.com/problems/pass-the-pillow/description
2653,Check if There is a Path With Equal Number of 0's And 1's,50.3%,Medium,"Array, Dynamic Programming, Matrix",https://leetcode.com/problems/check-if-there-is-a-path-with-equal-number-of-0s-and-1s/description
2687,Lexicographically Smallest Beautiful String,37.3%,Hard,"String, Greedy",https://leetcode.com/problems/lexicographically-smallest-beautiful-string/description
2707,Merge Two 2D Arrays by Summing Values,73.6%,Easy,"Array, Hash Table, Two Pointers",https://leetcode.com/problems/merge-two-2d-arrays-by-summing-values/description
2716,Prime Subtraction Operation,37.8%,Medium,"Array, Math, Binary Search, Greedy, Number Theory",https://leetcode.com/problems/prime-subtraction-operation/description
2732,Counter,81.0%,Easy,,https://leetcode.com/problems/counter/description
2734,Array Prototype Last,73.3%,Easy,,https://leetcode.com/problems/array-prototype-last/description
2736,Minimum Additions to Make Valid String,50.5%,Medium,"String, Dynamic Programming, Stack, Greedy",https://leetcode.com/problems/minimum-additions-to-make-valid-string/description
2741,Function Composition,86.1%,Easy,,https://leetcode.com/problems/function-composition/description
2743,Debounce,90.7%,Medium,,https://leetcode.com/problems/debounce/description
2747,Apply Transform Over Each Element in Array,85.7%,Easy,,https://leetcode.com/problems/apply-transform-over-each-element-in-array/description
2774,Differences Between Two Objects,76.7%,Medium,,https://leetcode.com/problems/differences-between-two-objects/description
2796,Allow One Function Call,86.0%,Easy,,https://leetcode.com/problems/allow-one-function-call/description
2809,Create Hello World Function,81.3%,Easy,,https://leetcode.com/problems/create-hello-world-function/description
2812,Find the Maximum Achievable Number,90.4%,Easy,Math,https://leetcode.com/problems/find-the-maximum-achievable-number/description
2813,To Be Or Not To Be,62.2%,Easy,,https://leetcode.com/problems/to-be-or-not-to-be/description
2818,Maximum Strictly Increasing Cells in a Matrix,30.6%,Hard,"Array, Hash Table, Binary Search, Dynamic Programming, Memoization, Sorting, Matrix, Ordered Set",https://leetcode.com/problems/maximum-strictly-increasing-cells-in-a-matrix/description
2827,Greatest Common Divisor Traversal,42.6%,Hard,"Array, Math, Union Find, Number Theory",https://leetcode.com/problems/greatest-common-divisor-traversal/description
2843,Extract Kth Character From The Rope Tree,74.5%,Easy,"Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/extract-kth-character-from-the-rope-tree/description
2849,Sum of Imbalance Numbers of All Subarrays,46.5%,Hard,"Array, Hash Table, Ordered Set",https://leetcode.com/problems/sum-of-imbalance-numbers-of-all-subarrays/description
2855,Maximum Number of Jumps to Reach the Last Index,31.0%,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/maximum-number-of-jumps-to-reach-the-last-index/description
2858,Join Two Arrays by ID,54.1%,Medium,,https://leetcode.com/problems/join-two-arrays-by-id/description
2859,Add Two Promises,91.2%,Easy,,https://leetcode.com/problems/add-two-promises/description
2868,Continuous Subarrays,41.1%,Medium,"Array, Queue, Sliding Window, Heap (Priority Queue), Ordered Set, Monotonic Queue",https://leetcode.com/problems/continuous-subarrays/description
2871,Double a Number Represented as a Linked List,61.6%,Medium,"Linked List, Math, Stack",https://leetcode.com/problems/double-a-number-represented-as-a-linked-list/description
2875,Count Houses in a Circular Street,84.7%,Easy,"Array, Interactive",https://leetcode.com/problems/count-houses-in-a-circular-street/description
2891,Maximum Beauty of an Array After Applying Operation,38.2%,Medium,"Array, Binary Search, Sliding Window, Sorting",https://leetcode.com/problems/maximum-beauty-of-an-array-after-applying-operation/description
2914,Find the Safest Path in a Grid,49.1%,Medium,"Array, Binary Search, Breadth-First Search, Union Find, Matrix",https://leetcode.com/problems/find-the-safest-path-in-a-grid/description
2953,Count Pairs of Points With Distance k,32.1%,Medium,"Array, Hash Table, Bit Manipulation",https://leetcode.com/problems/count-pairs-of-points-with-distance-k/description
3000,Minimum Absolute Difference Between Elements With Constraint,33.8%,Medium,"Array, Binary Search, Ordered Set",https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/description
3024,String Transformation,29.2%,Hard,"Math, String, Dynamic Programming, String Matching",https://leetcode.com/problems/string-transformation/description
3033,Apply Operations to Make Two Strings Equal,26.8%,Medium,"String, Dynamic Programming",https://leetcode.com/problems/apply-operations-to-make-two-strings-equal/description
3056,Determine if a Cell Is Reachable at a Given Time,35.7%,Medium,Math,https://leetcode.com/problems/determine-if-a-cell-is-reachable-at-a-given-time/description
3057,Count K-Subsequences of a String With Maximum Beauty,29.3%,Hard,"Hash Table, Math, String, Greedy, Combinatorics",https://leetcode.com/problems/count-k-subsequences-of-a-string-with-maximum-beauty/description
3058,Maximum Number of K-Divisible Components,58.0%,Hard,"Tree, Depth-First Search",https://leetcode.com/problems/maximum-number-of-k-divisible-components/description
3062,Create a DataFrame from List,81.0%,Easy,,https://leetcode.com/problems/create-a-dataframe-from-list/description
3076,Get the Size of a DataFrame,84.7%,Easy,,https://leetcode.com/problems/get-the-size-of-a-dataframe/description
3158,Maximum Length of Semi-Decreasing Subarrays,71.4%,Medium,"Array, Hash Table, Sorting",https://leetcode.com/problems/maximum-length-of-semi-decreasing-subarrays/description
3178,Minimum Increment Operations to Make Array Beautiful,34.3%,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/minimum-increment-operations-to-make-array-beautiful/description
3188,Find Champion I,73.3%,Easy,"Array, Matrix",https://leetcode.com/problems/find-champion-i/description
3189,Find Champion II,58.2%,Medium,Graph,https://leetcode.com/problems/find-champion-ii/description
3191,Maximum Score After Applying Operations on a Tree,49.5%,Medium,"Dynamic Programming, Tree, Depth-First Search",https://leetcode.com/problems/maximum-score-after-applying-operations-on-a-tree/description
3211,Find Maximum Non-decreasing Array Length,15.9%,Hard,"Array, Binary Search, Dynamic Programming, Stack, Queue, Monotonic Stack, Monotonic Queue",https://leetcode.com/problems/find-maximum-non-decreasing-array-length/description
3212,Count the Number of Good Partitions,49.6%,Hard,"Array, Hash Table, Math, Combinatorics",https://leetcode.com/problems/count-the-number-of-good-partitions/description
3218,Find Number of Coins to Place in Tree Nodes,36.6%,Hard,"Dynamic Programming, Tree, Depth-First Search, Sorting, Heap (Priority Queue)",https://leetcode.com/problems/find-number-of-coins-to-place-in-tree-nodes/description
3222,Number of Equal Numbers Blocks,67.5%,Medium,"Array, Binary Search, Interactive",https://leetcode.com/problems/number-of-equal-numbers-blocks/description
3225,Length of Longest Subarray With at Most K Frequency,55.8%,Medium,"Array, Hash Table, Sliding Window",https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency/description
3229,Minimum Cost to Make Array Equalindromic,22.1%,Medium,"Array, Math, Greedy, Sorting",https://leetcode.com/problems/minimum-cost-to-make-array-equalindromic/description
3240,Maximum Number That Sum of the Prices Is Less Than or Equal to K,36.4%,Medium,"Binary Search, Dynamic Programming, Bit Manipulation",https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/description
3241,Divide Array Into Arrays With Max Difference,71.6%,Medium,"Array, Greedy, Sorting",https://leetcode.com/problems/divide-array-into-arrays-with-max-difference/description
3266,Find Longest Special Substring That Occurs Thrice II,33.9%,Medium,"Hash Table, String, Binary Search, Sliding Window, Counting",https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/description
3267,Find Longest Special Substring That Occurs Thrice I,42.8%,Medium,"Hash Table, String, Binary Search, Sliding Window, Counting",https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i/description
3277,Find the Number of Ways to Place People II,47.9%,Hard,"Array, Math, Geometry, Sorting, Enumeration",https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/description
3278,Find the Number of Ways to Place People I,41.1%,Medium,"Array, Math, Geometry, Sorting, Enumeration",https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/description
3298,Maximize Consecutive Elements in an Array After Modification,32.0%,Hard,"Array, Dynamic Programming, Sorting",https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/description
3307,Find the Maximum Sum of Node Values,67.2%,Hard,"Array, Dynamic Programming, Greedy, Bit Manipulation, Tree, Sorting",https://leetcode.com/problems/find-the-maximum-sum-of-node-values/description
3314,Most Frequent Prime,48.2%,Medium,"Array, Hash Table, Math, Matrix, Counting, Enumeration, Number Theory",https://leetcode.com/problems/most-frequent-prime/description
3325,Find the Largest Area of Square Inside Two Rectangles,45.1%,Medium,"Array, Math, Geometry",https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/description
3361,Latest Time You Can Obtain After Replacing Characters,35.4%,Easy,"String, Enumeration",https://leetcode.com/problems/latest-time-you-can-obtain-after-replacing-characters/description
3364,Minimum Sum of Values by Dividing Array,27.4%,Hard,"Array, Binary Search, Dynamic Programming, Bit Manipulation, Segment Tree, Queue",https://leetcode.com/problems/minimum-sum-of-values-by-dividing-array/description
3376,Longest Common Suffix Queries,40.6%,Hard,"Array, String, Trie",https://leetcode.com/problems/longest-common-suffix-queries/description
3379,Score of a String,93.6%,Easy,String,https://leetcode.com/problems/score-of-a-string/description
3384,Minimum Number of Operations to Make Word K-Periodic,62.4%,Medium,"Hash Table, String, Counting",https://leetcode.com/problems/minimum-number-of-operations-to-make-word-k-periodic/description
3416,Sum of Digit Differences of All Pairs,43.9%,Medium,"Array, Hash Table, Math, Counting",https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs/description
3427,Special Array II,29.7%,Medium,"Array, Binary Search, Prefix Sum",https://leetcode.com/problems/special-array-ii/description
3430,Count Days Without Meetings,33.3%,Medium,"Array, Sorting",https://leetcode.com/problems/count-days-without-meetings/description
3453,Generate Binary Strings Without Adjacent Zeros,85.9%,Medium,"String, Bit Manipulation, Recursion",https://leetcode.com/problems/generate-binary-strings-without-adjacent-zeros/description
3464,Maximize Total Cost of Alternating Subarrays,27.9%,Medium,"Array, Dynamic Programming",https://leetcode.com/problems/maximize-total-cost-of-alternating-subarrays/description
